ADM1,ADM2,ADM3,Pop,Mã,Tên Tiếng Anh,Cấp,Mã QH,Mã TP,lat,lon,most_similar,level,most_similar_d,lat_m,lon_m,closest_distance
Thành phố Hà Nội,Quận Ba Đình,Phúc Xá,21946,1.0,,Phường,1.0,1.0,21.0456942,105.8482503,5282,Rất tốt,5.556097299954591e-07,21.0464,105.84849,82.32930171371548
Thành phố Hà Nội,Quận Ba Đình,Trúc Bạch,7065,4.0,,Phường,1.0,1.0,21.0460498,105.8418932,5327,Rất tốt,3.171918280013358e-06,21.04564,105.84016,185.5494626098904
Thành phố Hà Nội,Quận Ba Đình,Vĩnh Phúc,23867,6.0,Vinh Phuc Commune,Phường,1.0,1.0,21.0421695,105.8101415,5281,Rất tốt,5.4495722499994754e-05,21.0348,105.80971,820.6737514459951
Thành phố Hà Nội,Quận Ba Đình,Cống Vị,15979,7.0,,Phường,1.0,1.0,21.0350399,105.8101844,5281,Rất tốt,2.826073700017604e-07,21.0348,105.80971,55.99768229635228
Thành phố Hà Nội,Quận Ba Đình,Liễu Giai,21084,8.0,Lieu Giai Commune,Phường,1.0,1.0,21.0375836,105.8174205,5323,Rất tốt,1.2793552100047776e-06,21.03762,105.81629,117.396738510811
Thành phố Hà Nội,Quận Ba Đình,Nguyễn Trung Trực,7705,10.0,,Phường,1.0,1.0,21.0419431,105.8472242,5328,Rất tốt,3.541239249999994e-06,21.0422,105.84536,195.5644531774947
Thành phố Hà Nội,Quận Ba Đình,Quán Thánh,7923,13.0,,Phường,1.0,1.0,21.0415304,105.8414121,5328,Rất tốt,1.6034278570002626e-05,21.0422,105.84536,416.42449071613004
Thành phố Hà Nội,Quận Ba Đình,Ngọc Hà,19357,16.0,,Phường,1.0,1.0,21.0385,105.8250869,5324,Rất tốt,4.056851609981093e-06,21.03787,105.827,210.54281516998955
Thành phố Hà Nội,Quận Ba Đình,Điện Biên,8912,19.0,,Phường,1.0,1.0,21.0323562,105.8365906,5326,Rất tốt,8.520868000163312e-07,21.0328,105.8374,97.42737000200006
Thành phố Hà Nội,Quận Ba Đình,Đội Cấn,14375,22.0,,Phường,1.0,1.0,21.0346472,105.8266045,5325,Rất tốt,1.7553808999993293e-07,21.0343,105.82637,45.637853767640834
Thành phố Hà Nội,Quận Ba Đình,Ngọc Khánh,20363,25.0,,Phường,1.0,1.0,21.030430799999998,105.8094116118988,5319,Rất tốt,4.606326165050541e-06,21.03029,105.80727,222.82491351838215
Thành phố Hà Nội,Quận Ba Đình,Kim Mã,14259,28.0,,Phường,1.0,1.0,21.0314542,105.8249046,5325,Rất tốt,1.0245974800018614e-05,21.0343,105.82637,351.0902065068701
Thành phố Hà Nội,Quận Ba Đình,Giảng Võ,17665,31.0,,Phường,1.0,1.0,21.0272288,105.8194542,5322,Rất tốt,4.615331080028905e-06,21.02879,105.82093,231.5126656662766
Thành phố Hà Nội,Quận Ba Đình,Thành Công,21393,34.0,,Phường,1.0,1.0,21.0205111,105.8152857,5321,Rất tốt,3.2188297000186984e-06,21.02127,105.81366,188.66352844528168
Thành phố Hà Nội,Quận Hoàn Kiếm,Phúc Tân,16856,37.0,,Phường,2.0,1.0,21.0363416,105.855503,5331,Rất tốt,1.703619559991334e-06,21.037,105.85663,137.98728692355348
Thành phố Hà Nội,Quận Hoàn Kiếm,Đồng Xuân,9399,40.0,,Phường,2.0,1.0,21.0388537,105.8500621,5330,Rất tốt,8.051881000049272e-07,21.03838,105.8493,95.02682845637456
Thành phố Hà Nội,Quận Hoàn Kiếm,Hàng Mã,6971,43.0,,Phường,2.0,1.0,21.0376748,105.846332,5329,Rất tốt,4.514230400077738e-07,21.03756,105.84567,69.88030567984796
Thành phố Hà Nội,Quận Hoàn Kiếm,Hàng Buồm,5367,46.0,,Phường,2.0,1.0,21.035662,105.8523329,5333,Rất tốt,2.1604040998868692e-07,21.03562,105.85187,48.26835322643442
Thành phố Hà Nội,Quận Hoàn Kiếm,Hàng Đào,5393,49.0,,Phường,2.0,1.0,21.0342097,105.850201,5334,Rất tốt,8.198470899981071e-07,21.03412,105.8493,94.04128593172551
Thành phố Hà Nội,Quận Hoàn Kiếm,Hàng Bồ,5243,52.0,,Phường,2.0,1.0,21.0350539,105.8478078,5335,Rất tốt,2.619440499940562e-07,21.03499,105.8473,53.17885788363258
Thành phố Hà Nội,Quận Hoàn Kiếm,Cửa Đông,6170,55.0,,Phường,2.0,1.0,21.03258215,105.84539559634864,5336,Rất tốt,5.640181218227206e-07,21.03293,105.84473,79.17147053179605
Thành phố Hà Nội,Quận Hoàn Kiếm,Lý Thái Tổ,5152,58.0,,Phường,2.0,1.0,21.0312636,105.8552522,5339,Rất tốt,2.4492337999839085e-06,21.02986,105.85456,171.8142535722238
Thành phố Hà Nội,Quận Hoàn Kiếm,Hàng Bạc,5194,61.0,,Phường,2.0,1.0,21.0330544,105.8527379,5338,Rất tốt,3.972757699935232e-07,21.03293,105.85212,65.60452260546491
Thành phố Hà Nội,Quận Hoàn Kiếm,Hàng Gai,5787,64.0,,Phường,2.0,1.0,21.0321611,105.8490719,5337,Rất tốt,1.4749268200033622e-06,21.03224,105.84786,126.08506232966812
Thành phố Hà Nội,Quận Hoàn Kiếm,Chương Dương,22946,67.0,,Phường,2.0,1.0,21.0259068,105.8612108,5332,Rất tốt,1.8137588799895188e-06,21.02723,105.86096,149.41806323771095
Thành phố Hà Nội,Quận Hoàn Kiếm,Hàng Trống,5524,70.0,,Phường,2.0,1.0,21.028966,105.8505357,5345,Rất tốt,1.0767724900004557e-06,21.02817,105.84987,112.28546268229226
Thành phố Hà Nội,Quận Hoàn Kiếm,Cửa Nam,6385,73.0,,Phường,2.0,1.0,21.02528315,105.84213800949607,5343,Rất tốt,2.0569212094375726e-05,21.02278,105.84592,481.2086586109274
Thành phố Hà Nội,Quận Hoàn Kiếm,Hàng Bông,7206,76.0,,Phường,2.0,1.0,21.0288036,105.8458912,5344,Rất tốt,2.105384000012706e-07,21.0286,105.84548,48.31115101700698
Thành phố Hà Nội,Quận Hoàn Kiếm,Tràng Tiền,4656,79.0,,Phường,2.0,1.0,21.025306,105.8554601,5340,Rất tốt,4.366240099971292e-07,21.02547,105.85482,68.89439600333627
Thành phố Hà Nội,Quận Hoàn Kiếm,Trần Hưng Đạo,7039,82.0,,Phường,2.0,1.0,21.0228563,105.84688218132635,5343,Rất tốt,9.316145947643653e-07,21.02278,105.84592,100.22792844612377
Thành phố Hà Nội,Quận Hoàn Kiếm,Phan Chu Trinh,4846,85.0,,Phường,2.0,1.0,21.0215034,105.85787433068651,5341,Rất tốt,9.422314132800619e-07,21.02096,105.85707,103.0570621798553
Thành phố Hà Nội,Quận Hoàn Kiếm,Hàng Bài,5484,88.0,,Phường,2.0,1.0,21.0210073,105.85219,5342,Rất tốt,9.526112900000954e-07,21.02127,105.85125,101.84596103308019
Thành phố Hà Nội,Quận Tây Hồ,Phú Thượng,26071,91.0,,Phường,3.0,1.0,21.081992,105.8073736,5259,Rất tốt,1.3816880960008418e-05,21.08511,105.80535,405.3199731374146
Thành phố Hà Nội,Quận Tây Hồ,Nhật Tân,15597,94.0,,Phường,3.0,1.0,21.079092000000003,105.82760862340831,5260,Rất tốt,3.9308081094445636e-05,21.07989,105.82139,651.2802469240366
Thành phố Hà Nội,Quận Tây Hồ,Tứ Liên,18360,97.0,,Phường,3.0,1.0,21.0656505,105.8377445,5265,Rất tốt,9.801290500008766e-06,21.06827,105.83603,341.30638578022575
Thành phố Hà Nội,Quận Tây Hồ,Quảng An,10290,100.0,,Phường,3.0,1.0,21.0651132,105.8256634,5266,Rất tốt,3.295081779995107e-05,21.06098,105.82168,618.1207738059747
Thành phố Hà Nội,Quận Tây Hồ,Xuân La,27500,103.0,,Phường,3.0,1.0,21.0632614,105.8070213,5261,Rất tốt,1.5264803650048603e-05,21.06076,105.80402,417.55763601423297
Thành phố Hà Nội,Quận Tây Hồ,Yên Phụ,23301,106.0,,Phường,3.0,1.0,21.0536973,105.8413419,5264,Rất tốt,4.127504090012229e-05,21.05267,105.835,667.954097291311
Thành phố Hà Nội,Quận Tây Hồ,Bưởi,24778,109.0,,Phường,3.0,1.0,21.0501972,105.8107606,5262,Rất tốt,9.188996200010578e-06,21.05311,105.8116,335.3975512454595
Thành phố Hà Nội,Quận Tây Hồ,Thụy Khuê,14598,112.0,,Phường,3.0,1.0,21.0415726,105.8264577,5324,Rất tốt,1.400333604996855e-05,21.03787,105.827,415.5393289980467
Thành phố Hà Nội,Quận Long Biên,Thượng Thanh,28936,115.0,,Phường,4.0,1.0,21.064632,105.88292971496928,5250,Rất tốt,0.00019378207933652662,21.06472,105.89685,1444.462601491291
Thành phố Hà Nội,Quận Long Biên,Ngọc Thụy,39565,118.0,,Phường,4.0,1.0,21.061566650000003,105.85972282899955,5247,Tốt,1.5425544145093932e-05,21.05771,105.85898,435.71237452429796
Thành phố Hà Nội,Quận Long Biên,Giang Biên,24315,121.0,,Phường,4.0,1.0,21.064662,105.9176926,5251,Rất tốt,1.0057075999864588e-07,21.06494,105.91754,34.73172287904093
Thành phố Hà Nội,Quận Long Biên,Đức Giang,27694,124.0,,Phường,4.0,1.0,21.0646143,105.8977054,5250,Rất tốt,7.428816500108755e-07,21.06472,105.89685,89.53482306146307
Thành phố Hà Nội,Quận Long Biên,Việt Hưng,22375,127.0,,Phường,4.0,1.0,21.0542433,105.904724,5252,Tốt,1.1119668890043665e-05,21.05567,105.90171,350.69919061941823
Thành phố Hà Nội,Quận Long Biên,Gia Thụy,15076,130.0,,Phường,4.0,1.0,21.0505636,105.8873854,5249,Rất tốt,8.162070120007893e-06,21.05047,105.88453,296.49967048897514
Thành phố Hà Nội,Quận Long Biên,Ngọc Lâm,23923,133.0,,Phường,4.0,1.0,21.045761,105.8718273,5248,Rất tốt,5.824172290035821e-06,21.04516,105.86949,251.59736638263507
Thành phố Hà Nội,Quận Long Biên,Phúc Lợi,19019,136.0,,Phường,4.0,1.0,21.0432038,105.9251194,5253,Rất tốt,9.94494800008982e-07,21.0438,105.92432,106.19548958271179
Thành phố Hà Nội,Quận Long Biên,Bồ Đề,31466,139.0,,Phường,4.0,1.0,21.0378501,105.876133,5258,Rất tốt,7.386343010012109e-06,21.03668,105.87368,285.90174327289674
Thành phố Hà Nội,Quận Long Biên,Sài Đồng,17655,142.0,,Phường,4.0,1.0,21.0332091,105.9141455,5254,Rất tốt,6.2219690599964966e-06,21.03397,105.91177,260.6575368310748
Thành phố Hà Nội,Quận Long Biên,Long Biên,22028,145.0,,Phường,4.0,1.0,21.0209967,105.8862185,5257,Rất tốt,4.513739139981426e-06,21.02301,105.88554,234.6844617357479
Thành phố Hà Nội,Quận Long Biên,Thạch Bàn,26427,148.0,,Phường,4.0,1.0,21.02135685,105.9191497423268,5255,Rất tốt,6.67486776088021e-05,21.02142,105.91098,848.0035922345776
Thành phố Hà Nội,Quận Long Biên,Phúc Đồng,14211,151.0,,Phường,4.0,1.0,21.0395447,105.8979468,5254,Rất tốt,0.00022215813833012797,21.03397,105.91177,1562.8169063942541
Thành phố Hà Nội,Quận Long Biên,Cự Khối,9859,154.0,,Phường,4.0,1.0,21.0077077,105.90298,5256,Rất tốt,1.3491959290029057e-05,21.0082,105.89934,381.7908886957006
Thành phố Hà Nội,Quận Cầu Giấy,Nghĩa Đô,34636,157.0,,Phường,5.0,1.0,21.0469903,105.8027493,5271,Rất tốt,4.165546580035689e-06,21.04658,105.80075,212.43789390020706
Thành phố Hà Nội,Quận Cầu Giấy,Nghĩa Tân,21794,160.0,,Phường,5.0,1.0,21.0441893,105.7933117,5270,Rất tốt,7.771901380059493e-06,21.04389,105.79054,289.5624544634405
Thành phố Hà Nội,Quận Cầu Giấy,Mai Dịch,40511,163.0,,Phường,5.0,1.0,21.0391242,105.7767584,5267,Rất tốt,1.4653920200046651e-05,21.04051,105.77319,401.11424918986285
Thành phố Hà Nội,Quận Cầu Giấy,Dịch Vọng,28226,166.0,,Phường,5.0,1.0,21.0350602,105.793398,5272,Rất tốt,4.297618804002213e-05,21.03925,105.79844,700.6188705634149
Thành phố Hà Nội,Quận Cầu Giấy,Dịch Vọng Hậu,31541,167.0,Dich Vong Hau Commune,Phường,5.0,1.0,21.0365503,105.7858195,5268,Rất tốt,1.4910226340002247e-05,21.04019,105.78453,426.26876370909343
Thành phố Hà Nội,Quận Cầu Giấy,Quan Hoa,34886,169.0,,Phường,5.0,1.0,21.0369183,105.801915,5272,Rất tốt,1.7512449889958313e-05,21.03925,105.79844,444.1709383781786
Thành phố Hà Nội,Quận Cầu Giấy,Yên Hoà,46766,172.0,,Phường,5.0,1.0,21.0218105,105.7924411,5273,Rất tốt,2.321755460014976e-06,21.0219,105.79092,158.19470283322656
Thành phố Hà Nội,Quận Cầu Giấy,Trung Hoà,54176,175.0,,Phường,5.0,1.0,21.0103232,105.7994479,5274,Rất tốt,8.377460650002512e-06,21.01094,105.79662,301.4475746359029
Thành phố Hà Nội,Quận Đống Đa,Cát Linh,11185,178.0,,Phường,6.0,1.0,21.0290379,105.8282952,5313,Rất tốt,2.7307145000237345e-07,21.02954,105.82844,57.818317573980565
Thành phố Hà Nội,Quận Đống Đa,Văn Miếu,9554,181.0,,Phường,6.0,1.0,21.0264458,105.839409,5312,Rất tốt,2.8997274640018644e-05,21.02259,105.83565,579.692913130323
Thành phố Hà Nội,Quận Đống Đa,Quốc Tử Giám,8087,184.0,,Phường,6.0,1.0,21.0267696,105.8325395,5314,Rất tốt,4.330838409965257e-06,21.02723,105.83051,216.77485622148956
Thành phố Hà Nội,Quận Đống Đa,Láng Thượng,39173,187.0,,Phường,6.0,1.0,21.0231298,105.8045056,5279,Rất tốt,1.223683400011595e-06,21.02372,105.80357,117.2052061101772
Thành phố Hà Nội,Quận Đống Đa,Ô Chợ Dừa,34039,190.0,,Phường,6.0,1.0,21.0213924,105.8250224,5316,Rất tốt,8.06391952000548e-06,21.02196,105.82224,295.61343590897945
Thành phố Hà Nội,Quận Đống Đa,Văn Chương,16614,193.0,,Phường,6.0,1.0,21.0230988,105.836732,5312,Rất tốt,1.4296014399914716e-06,21.02259,105.83565,125.75038662440885
Thành phố Hà Nội,Quận Đống Đa,Hàng Bột,18375,196.0,,Phường,6.0,1.0,21.0228224,105.8310628,5315,Rất tốt,4.6636615999910625e-06,21.02491,105.83051,239.1164224398485
Thành phố Hà Nội,Quận Đống Đa,Láng Hạ,29897,199.0,,Phường,6.0,1.0,21.0148521,105.8116394,5280,Rất tốt,4.2829267700172105e-06,21.01514,105.80959,215.1209463454323
Thành phố Hà Nội,Quận Đống Đa,Khâm Thiên,9595,202.0,,Phường,6.0,1.0,21.0192241,105.8390581,5311,Rất tốt,1.4949824200067477e-06,21.01933,105.83784,126.98107967820368
Thành phố Hà Nội,Quận Đống Đa,Thổ Quan,17398,205.0,,Phường,6.0,1.0,21.0182944,105.8336342,5309,Rất tốt,2.2156210000156036e-06,21.01927,105.83251,159.3246604361798
Thành phố Hà Nội,Quận Đống Đa,Nam Đồng,14721,208.0,,Phường,6.0,1.0,21.0142024,105.8307418,5317,Rất tốt,3.250116999977121e-06,21.01501,105.82913,189.8808207491303
Thành phố Hà Nội,Quận Đống Đa,Trung Phụng,16607,211.0,,Phường,6.0,1.0,21.015852,105.8383798,5310,Rất tốt,6.9344440399867665e-06,21.01651,105.83583,274.5917158039485
Thành phố Hà Nội,Quận Đống Đa,Quang Trung,14434,214.0,,Phường,6.0,1.0,21.0110941,105.8261016,5317,Rất tốt,2.4505479370024012e-05,21.01501,105.82913,537.040934924119
Thành phố Hà Nội,Quận Đống Đa,Trung Liệt,26373,217.0,,Phường,6.0,1.0,21.0113515,105.8220568,5318,Rất tốt,3.5703164899775734e-06,21.01125,105.82017,196.17768029692098
Thành phố Hà Nội,Quận Đống Đa,Phương Liên,17022,220.0,,Phường,6.0,1.0,21.0113036,105.8374382,5308,Rất tốt,2.9086812199885864e-05,21.01069,105.83208,560.359865963485
Thành phố Hà Nội,Quận Đống Đa,Thịnh Quang,18201,223.0,,Phường,6.0,1.0,21.0085471,105.8174276,5303,Rất tốt,6.214081699946421e-07,21.00818,105.81673,83.12606448871088
Thành phố Hà Nội,Quận Đống Đa,Trung Tự,13083,226.0,,Phường,6.0,1.0,21.0060768,105.8315992,5306,Rất tốt,9.193068799986455e-07,21.00518,105.83126,105.75349975577038
Thành phố Hà Nội,Quận Đống Đa,Kim Liên,14092,229.0,,Phường,6.0,1.0,21.0062371,105.835247,5307,Rất tốt,1.0523063410003015e-05,21.00361,105.83715,352.6433866260832
Thành phố Hà Nội,Quận Đống Đa,Phương Mai,19934,232.0,,Phường,6.0,1.0,21.0024722,105.8381645,5307,Rất tốt,2.323799090018802e-06,21.00361,105.83715,164.61294633054885
Thành phố Hà Nội,Quận Đống Đa,Ngã Tư Sở,7653,235.0,,Phường,6.0,1.0,21.0044422,105.8212709,5304,Rất tốt,1.5709764999854633e-07,21.00424,105.82093,41.92606544649318
Thành phố Hà Nội,Quận Đống Đa,Khương Thượng,15569,238.0,,Phường,6.0,1.0,21.0022547,105.8285089,5305,Rất tốt,1.0803903299969698e-05,21.00323,105.82537,343.41469150926224
Thành phố Hà Nội,Quận Hai Bà Trưng,Nguyễn Du,5978,241.0,,Phường,7.0,1.0,21.0171685,105.8479585,5355,Rất tốt,6.336804499975499e-06,21.01539,105.84974,270.74548668914025
Thành phố Hà Nội,Quận Hai Bà Trưng,Bạch Đằng,19795,244.0,,Phường,7.0,1.0,21.0139337,105.8638226,5361,Rất tốt,1.1046984499935228e-06,21.01488,105.86428,115.43909474907692
Thành phố Hà Nội,Quận Hai Bà Trưng,Phạm Đình Hổ,6812,247.0,,Phường,7.0,1.0,21.0160501,105.8565135,5358,Rất tốt,2.2482260000115017e-08,21.0162,105.85651,16.672078157366002
Thành phố Hà Nội,Quận Hai Bà Trưng,Bùi Thị Xuân,3826,,,,,,,,-1,Khá,,21.15035,107.36734,
Thành phố Hà Nội,Quận Hai Bà Trưng,Ngô Thì Nhậm,5013,,,,,,,,-1,Khá,,21.15035,107.36734,
Thành phố Hà Nội,Quận Hai Bà Trưng,Lê Đại Hành,8464,256.0,,Phường,7.0,1.0,21.011173,105.8485322,5357,Rất tốt,1.2885077840038209e-05,21.01106,105.85212,372.6315495189917
Thành phố Hà Nội,Quận Hai Bà Trưng,Đồng Nhân,8690,259.0,,Phường,7.0,1.0,21.011970599999998,105.85599136473091,5359,Rất tốt,1.3803036928144275e-06,21.01188,105.85482,122.00559816851481
Thành phố Hà Nội,Quận Hai Bà Trưng,Phố Huế,8955,262.0,,Phường,7.0,1.0,21.0112737,105.8527389,5357,Rất tốt,4.287049000077036e-07,21.01106,105.85212,68.4966516952445
Thành phố Hà Nội,Quận Hai Bà Trưng,Đống Mác,8647,265.0,,Phường,7.0,1.0,21.0113666,105.8592805,5360,Rất tốt,1.8240780999730445e-07,21.01094,105.85926,47.48346050568153
Thành phố Hà Nội,Quận Hai Bà Trưng,Thanh Lương,24812,268.0,,Phường,7.0,1.0,21.0058365,105.8652448,5284,Rất tốt,8.969807289967095e-06,21.00618,105.86822,311.1942319670112
Thành phố Hà Nội,Quận Hai Bà Trưng,Thanh Nhàn,21170,271.0,,Phường,7.0,1.0,21.0063673,105.8564558,5352,Rất tốt,1.6867189300215698e-06,21.00628,105.85516,134.8603523784378
Thành phố Hà Nội,Quận Hai Bà Trưng,Cầu Dền,11797,274.0,,Phường,7.0,1.0,21.005945,105.8498748,5353,Rất tốt,5.851440399983533e-07,21.00593,105.84911,79.40779477075557
Thành phố Hà Nội,Quận Hai Bà Trưng,Bách Khoa,13950,277.0,,Phường,7.0,1.0,21.0039617,105.8461179,5348,Rất tốt,1.7965052999745024e-06,21.00467,105.84498,141.97070581777496
Thành phố Hà Nội,Quận Hai Bà Trưng,Đồng Tâm,19973,280.0,,Phường,7.0,1.0,20.9988653,105.8445167,5347,Rất tốt,2.3724089800083178e-06,20.99897,105.84298,159.94932781409665
Thành phố Hà Nội,Quận Hai Bà Trưng,Vĩnh Tuy,51644,283.0,,Phường,7.0,1.0,20.998064,105.8699226,5283,Rất tốt,2.8629707599905875e-06,20.99847,105.86828,176.3942157725281
Thành phố Hà Nội,Quận Hai Bà Trưng,Bạch Mai,16241,286.0,,Phường,7.0,1.0,21.0004767,105.8517351,5349,Rất tốt,1.6144349000141642e-06,21.00073,105.85049,132.28579724841762
Thành phố Hà Nội,Quận Hai Bà Trưng,Quỳnh Mai,11946,289.0,,Phường,7.0,1.0,21.0007884,105.8601594,5351,Rất tốt,1.3193669199965927e-06,21.00142,105.8592,121.86599162791329
Thành phố Hà Nội,Quận Hai Bà Trưng,Quỳnh Lôi,14787,292.0,,Phường,7.0,1.0,21.0003877,105.8563399,5350,Rất tốt,1.0650652999776418e-06,21.00023,105.85532,107.31731572333376
Thành phố Hà Nội,Quận Hai Bà Trưng,Minh Khai,19822,295.0,,Phường,7.0,1.0,20.9962306,105.857312,5350,Rất tốt,1.9963264359931686e-05,21.00023,105.85532,490.4406938138203
Thành phố Hà Nội,Quận Hai Bà Trưng,Trương Định,21264,298.0,,Phường,7.0,1.0,20.9945382,105.8487653,5346,Rất tốt,5.539715330008234e-06,20.99434,105.84642,244.46869797101036
Thành phố Hà Nội,Quận Hoàng Mai,Thanh Trì,25110,301.0,,Phường,8.0,1.0,20.9946479,105.8917139,5285,Rất tốt,1.82494762001061e-06,20.99528,105.89052,142.4845351252363
Thành phố Hà Nội,Quận Hoàng Mai,Vĩnh Hưng,38652,304.0,,Phường,8.0,1.0,20.9879614,105.8752564,5287,Rất tốt,1.1426589200017527e-06,20.98826,105.87423,111.61152147618292
Thành phố Hà Nội,Quận Hoàng Mai,Định Công,48671,307.0,,Phường,8.0,1.0,20.9826495,105.8291858,5294,Rất tốt,2.8905418900129916e-06,20.98287,105.8275,176.7311313741579
Thành phố Hà Nội,Quận Hoàng Mai,Mai Động,48966,310.0,,Phường,8.0,1.0,20.9913448,105.8644046,5290,Rất tốt,1.1886922000133067e-06,20.99158,105.86334,113.57399978273627
Thành phố Hà Nội,Quận Hoàng Mai,Tương Mai,28344,313.0,,Phường,8.0,1.0,20.987374449999997,105.85175155985287,5291,Rất tốt,1.7599392782221602e-05,20.98519,105.84817,444.140338546502
Thành phố Hà Nội,Quận Hoàng Mai,Đại Kim,48505,316.0,,Phường,8.0,1.0,20.9730903,105.8250742,5295,Rất tốt,4.078691730002596e-06,20.9736,105.82312,210.66752894498148
Thành phố Hà Nội,Quận Hoàng Mai,Tân Mai,24523,319.0,,Phường,8.0,1.0,20.9829654,105.8488998,5291,Rất tốt,5.481453199994617e-06,20.98519,105.84817,258.7081016829038
Thành phố Hà Nội,Quận Hoàng Mai,Hoàng Văn Thụ,39489,322.0,,Phường,8.0,1.0,20.9862731,105.858834,5290,Rất tốt,4.846722360993734e-05,20.99158,105.86334,753.030650120174
Thành phố Hà Nội,Quận Hoàng Mai,Giáp Bát,16625,325.0,,Phường,8.0,1.0,20.9850298,105.8431539,5291,Rất tốt,2.51869232499172e-05,20.98519,105.84817,521.0748687046298
Thành phố Hà Nội,Quận Hoàng Mai,Lĩnh Nam,30900,328.0,,Phường,8.0,1.0,20.9805771,105.8912598,5286,Rất tốt,1.2394746450009304e-05,20.98149,105.89466,367.32228365938556
Thành phố Hà Nội,Quận Hoàng Mai,Thịnh Liệt,40286,331.0,,Phường,8.0,1.0,20.9759193,105.8502634,5292,Rất tốt,3.552332050008555e-06,20.97404,105.85012,209.4983574265186
Thành phố Hà Nội,Quận Hoàng Mai,Trần Phú,14152,334.0,,Phường,8.0,1.0,20.9711195,105.8832556,5288,Rất tốt,2.809615610009395e-06,20.97016,105.88463,178.17807852229296
Thành phố Hà Nội,Quận Hoàng Mai,Hoàng Liệt,78845,337.0,,Phường,8.0,1.0,20.962423,105.8393925,5293,Rất tốt,9.67339524997547e-06,20.96389,105.83665,328.1792751180978
Thành phố Hà Nội,Quận Hoàng Mai,Yên Sở,23279,340.0,,Phường,8.0,1.0,20.9635712,105.8701509,5289,Rất tốt,1.070407224999523e-05,20.96145,105.86766,350.0423915390791
Thành phố Hà Nội,Quận Thanh Xuân,Nhân Chính,51306,343.0,,Phường,9.0,1.0,21.0039313,105.8046282,5275,Rất tốt,2.6186989299864053e-06,21.00392,105.80301,167.9846632822306
Thành phố Hà Nội,Quận Thanh Xuân,Thượng Đình,29021,346.0,,Phường,9.0,1.0,20.9991481,105.8144297,5299,Rất tốt,6.809377000009439e-07,20.99835,105.81422,91.37563483301462
Thành phố Hà Nội,Quận Thanh Xuân,Khương Trung,35687,349.0,,Phường,9.0,1.0,20.99765165,105.81978419599194,5300,Rất tốt,6.408619580614319e-07,20.99722,105.81911,84.86584915704317
Thành phố Hà Nội,Quận Thanh Xuân,Khương Mai,21885,352.0,,Phường,9.0,1.0,20.99462045,105.83118984666652,5301,Rất tốt,9.157406092050436e-06,20.99678,105.82907,325.717828229107
Thành phố Hà Nội,Quận Thanh Xuân,Thanh Xuân Trung,31370,355.0,,Phường,9.0,1.0,20.99552125,105.8044694648909,5277,Rất tốt,6.184131611019708e-08,20.99572,105.80432,27.003068747656048
Thành phố Hà Nội,Quận Thanh Xuân,Phương Liệt,24619,358.0,,Phường,9.0,1.0,20.9917597,105.8383742,5302,Rất tốt,6.5551817300047365e-06,20.99346,105.83646,274.29150349367285
Thành phố Hà Nội,Quận Thanh Xuân,Hạ Đình,18111,361.0,,Phường,9.0,1.0,20.9906148,105.81205068581812,5296,Rất tốt,1.5522194346404433e-05,20.9877,105.8094,425.1768051152468
Thành phố Hà Nội,Quận Thanh Xuân,Khương Đình,35286,364.0,,Phường,9.0,1.0,20.9899852,105.8197278,5298,Rất tốt,4.787083880006737e-06,20.99001,105.81754,227.14617680409674
Thành phố Hà Nội,Quận Thanh Xuân,Thanh Xuân Bắc,20659,367.0,,Phường,9.0,1.0,20.9934307,105.7988214,5276,Rất tốt,6.980544499946178e-07,20.99277,105.79831,90.64179508451699
Thành phố Hà Nội,Quận Thanh Xuân,Thanh Xuân Nam,12436,370.0,,Phường,9.0,1.0,20.987500949999998,105.80025854259358,5278,Rất tốt,2.241954547914365e-06,20.98788,105.79881,156.17958381723366
Thành phố Hà Nội,Quận Thanh Xuân,Kim Giang,13144,373.0,,Phường,9.0,1.0,20.9834763,105.8125988,5297,Rất tốt,1.7778271299937033e-06,20.98406,105.8114,140.36717591441413
Thành phố Hà Nội,Huyện Sóc Sơn,Sóc Sơn,4849,376.0,,Thị trấn,16.0,1.0,21.260303999999998,105.85091018871049,5186,Rất tốt,1.1410112195144465e-05,21.2571,105.85198,373.11908223321115
Thành phố Hà Nội,Huyện Sóc Sơn,Bắc Sơn,17017,379.0,,Xã,16.0,1.0,21.2295785,105.7900078,5180,Rất tốt,0.0006538880430899407,21.22448,105.76495,2658.4126455580076
Thành phố Hà Nội,Huyện Sóc Sơn,Minh Trí,14729,382.0,,Xã,16.0,1.0,21.2723685,105.7497675,5176,Tốt,0.0007580632385001845,21.29698,105.76211,3020.717536407048
Thành phố Hà Nội,Huyện Sóc Sơn,Hồng Kỳ,12559,385.0,,Xã,16.0,1.0,21.316645,105.856235,5177,Rất tốt,0.0002783492500000831,21.31311,105.87254,1734.151873723855
Thành phố Hà Nội,Huyện Sóc Sơn,Nam Sơn,9422,388.0,,Xã,16.0,1.0,,,-1,Khá,,21.15035,107.36734,
Thành phố Hà Nội,Huyện Sóc Sơn,Trung Giã,14732,391.0,,Xã,16.0,1.0,,,-1,Khá,,21.15035,107.36734,
Thành phố Hà Nội,Huyện Sóc Sơn,Tân Hưng,11448,394.0,,Xã,16.0,1.0,21.3028235,105.899422,1272,Rất tốt,0.0004822654362499399,21.32416,105.90462,2432.8471762994845
